Event Type,Expected Footfall,Number of Sponsors,Ticket Price,Sponsor Type,Sponsor Cost,Sponsor Revenue,Sponsor ROI
Virtual event,5967,4,0,Philanthropy,27693.36,49943.17,80.34
Virtual event,5967,4,0,Merchandise,26509.48,53018.96,100
Virtual event,5967,4,0,Merchandise,506.22,854.2,68.74
Virtual event,5967,4,0,Media Sponsorship,21044.14,42088.28,100
Entertainment and media events,2306,5,33785.89,Food Stalls,9818.65,16701.25,70.1
Entertainment and media events,2306,5,33785.89,In Kind,31602.93,63205.86,100
Entertainment and media events,2306,5,33785.89,Financial,154296.52,308593.04,100
Entertainment and media events,2306,5,33785.89,Food Stalls,29634.95,59269.9,100
Entertainment and media events,2306,5,33785.89,Financial,71004.97,142009.94,100
Community and Charity events,2164,4,720.76,In Kind,55048.33,76147.32,38.33
Community and Charity events,2164,4,720.76,Philanthropy,84944.29,117201.13,37.97
Community and Charity events,2164,4,720.76,Philanthropy,82162.81,142216.33,73.09
Community and Charity events,2164,4,720.76,Merchandise,30686.74,61373.48,100
Conferences and seminars,355,2,774.86,Philanthropy,40272.49,40272.49,0
Conferences and seminars,355,2,774.86,Philanthropy,61184.28,61184.28,0
Conferences and seminars,1680,3,884.67,In Kind,91898.54,98848.53,7.56
Conferences and seminars,1680,3,884.67,Merchandise,34036.2,61015.18,79.27
Conferences and seminars,1680,3,884.67,Influencer,92241.43,173806.71,88.43
Virtual event,6220,1,0,In Kind,96726.39,193452.78,100
Virtual event,4562,4,0,Philanthropy,78614.57,122714.24,56.1
Virtual event,4562,4,0,Influencer,19557.45,39114.9,100
Virtual event,4562,4,0,Financial,125550.29,251100.58,100
Virtual event,4562,4,0,Financial,167663.49,335326.98,100
Sports events,32277,4,337.36,In Kind,66870.63,105363.71,57.56
Sports events,32277,4,337.36,Influencer,49281.05,98562.1,100
Sports events,32277,4,337.36,Influencer,43023.75,86047.5,100
Sports events,32277,4,337.36,Influencer,90688.07,181376.14,100
Conferences and seminars,1565,4,457.46,Financial,152513.2,305026.4,100
Conferences and seminars,1565,4,457.46,Merchandise,5519.16,10304.99,86.71
Conferences and seminars,1565,4,457.46,Media Sponsorship,92060.35,184120.7,100
Conferences and seminars,1565,4,457.46,Media Sponsorship,93716.64,143542.76,53.17
Entertainment and media events,9463,5,44416.3,Influencer,68800.24,137600.48,100
Entertainment and media events,9463,5,44416.3,Food Stalls,43514.4,87028.8,100
Entertainment and media events,9463,5,44416.3,Merchandise,7741.15,15482.3,100
Entertainment and media events,9463,5,44416.3,Media Sponsorship,31089.29,62178.58,100
Entertainment and media events,9463,5,44416.3,Philanthropy,95666.99,191333.98,100
Conferences and seminars,1875,2,289.78,Food Stalls,26290.45,52580.9,100
Conferences and seminars,1875,2,289.78,Food Stalls,21092.38,42184.76,100
Conferences and seminars,1485,3,903.56,Philanthropy,71597.54,120630.67,68.48
Conferences and seminars,1485,3,903.56,Philanthropy,67921.45,69750.55,2.69
Conferences and seminars,1485,3,903.56,Philanthropy,36981.86,62412.96,68.77
Sports events,85743,3,790.91,Philanthropy,67598.19,135196.38,100
Sports events,85743,3,790.91,Media Sponsorship,58004.45,116008.9,100
Sports events,85743,3,790.91,Food Stalls,9649.45,19298.9,100
Conferences and seminars,4476,5,725.68,Influencer,21577.18,43154.36,100
Conferences and seminars,4476,5,725.68,Food Stalls,18639.98,37279.96,100
Conferences and seminars,4476,5,725.68,Food Stalls,34588.05,69176.1,100
Conferences and seminars,4476,5,725.68,Merchandise,35009.09,70018.18,100
Conferences and seminars,4476,5,725.68,Philanthropy,95796.7,126729.27,32.29
Conferences and seminars,4268,3,754.54,Influencer,49061.01,98122.02,100
Conferences and seminars,4268,3,754.54,Philanthropy,35384.89,46622.74,31.76
Conferences and seminars,4268,3,754.54,Financial,134313.69,268627.38,100
Virtual event,8876,4,0,Merchandise,39068.81,72333.01,85.14
Virtual event,8876,4,0,Media Sponsorship,53782.98,107565.96,100
Virtual event,8876,4,0,Financial,188521.07,377042.14,100
Virtual event,8876,4,0,In Kind,66362.09,80638.37,21.51
Festivals and fairs,39151,5,0,Media Sponsorship,91381.81,182763.62,100
Festivals and fairs,39151,5,0,Financial,48591.06,97182.12,100
Festivals and fairs,39151,5,0,Media Sponsorship,93189.62,186379.24,100
Festivals and fairs,39151,5,0,Merchandise,48859.4,97718.8,100
Festivals and fairs,39151,5,0,In Kind,46941.45,93882.9,100
Sports events,26918,3,395.22,In Kind,92588.34,185176.68,100
Sports events,26918,3,395.22,Merchandise,17405.17,34810.34,100
Sports events,26918,3,395.22,Media Sponsorship,27275.1,54550.2,100
Conferences and seminars,297,1,29.91,Influencer,70577.49,70577.49,0
Conferences and seminars,1006,5,736.43,Influencer,94307.16,104091.99,10.38
Conferences and seminars,1006,5,736.43,Food Stalls,49547.7,63478.22,28.12
Conferences and seminars,1006,5,736.43,Merchandise,38382.64,38382.64,0
Conferences and seminars,1006,5,736.43,Food Stalls,22490.72,30053.2,33.62
Conferences and seminars,1006,5,736.43,Merchandise,48769.61,48769.61,0
Community and Charity events,2515,4,917.14,Influencer,84892.73,167591.82,97.42
Community and Charity events,2515,4,917.14,In Kind,8324.46,10640.75,27.83
Community and Charity events,2515,4,917.14,Financial,8708.1,16930.4,94.42
Community and Charity events,2515,4,917.14,Merchandise,1159.6,2113.49,82.26
Festivals and fairs,18435,3,0,Food Stalls,32136.56,64273.12,100
Festivals and fairs,18435,3,0,Financial,61614.89,123229.78,100
Festivals and fairs,18435,3,0,Merchandise,28096.05,56192.1,100
Festivals and fairs,44851,3,0,Philanthropy,11042.25,21613.88,95.74
Festivals and fairs,44851,3,0,Influencer,95841.1,191682.2,100
Festivals and fairs,44851,3,0,Food Stalls,8673.49,17346.98,100
Sports events,41970,3,336.93,Food Stalls,28490.79,51928.84,82.27
Sports events,41970,3,336.93,Financial,42735.5,85471.0,100
Sports events,41970,3,336.93,In Kind,58191.02,116382.04,100
Entertainment and media events,17550,3,8445.95,In Kind,37040.74,74081.48,100
Entertainment and media events,17550,3,8445.95,Media Sponsorship,32154.64,64309.28,100
Entertainment and media events,17550,3,8445.95,Food Stalls,47204.43,94408.86,100
Virtual event,8906,4,0,Merchandise,30489.94,60979.88,100
Virtual event,8906,4,0,Media Sponsorship,82453.99,164907.98,100
Virtual event,8906,4,0,Philanthropy,39184.68,78369.36,100
Virtual event,8906,4,0,Media Sponsorship,44680.98,89361.96,100
Virtual event,8673,1,0,Merchandise,6553.79,13107.58,100
Entertainment and media events,20736,5,91021.29,Media Sponsorship,88069.2,176138.4,100
Entertainment and media events,20736,5,91021.29,Food Stalls,41467.98,82935.96,100
Entertainment and media events,20736,5,91021.29,Merchandise,19212.98,35663.9,85.62
Entertainment and media events,20736,5,91021.29,Media Sponsorship,73864.76,147729.52,100
Entertainment and media events,20736,5,91021.29,Media Sponsorship,42425.28,84850.56,100
Virtual event,4211,3,0,Financial,23095.25,46190.5,100
Virtual event,4211,3,0,In Kind,90834.76,181669.52,100
Virtual event,4211,3,0,Media Sponsorship,51197.77,102395.54,100
Sports events,36951,5,174.66,Influencer,50613.16,101226.32,100
Sports events,36951,5,174.66,Food Stalls,8480.94,16961.88,100
Sports events,36951,5,174.66,Media Sponsorship,80944.0,161888.0,100
Sports events,36951,5,174.66,Merchandise,3134.91,6269.82,100
Sports events,36951,5,174.66,Financial,150011.92,300023.84,100
Festivals and fairs,84339,2,0,Merchandise,10531.64,21063.28,100
Festivals and fairs,84339,2,0,Media Sponsorship,18015.11,36030.22,100
Conferences and seminars,4362,4,985.84,Influencer,25996.35,46345.38,78.28
Conferences and seminars,4362,4,985.84,Media Sponsorship,81999.55,163999.1,100
Conferences and seminars,4362,4,985.84,Influencer,52377.77,104755.54,100
Conferences and seminars,4362,4,985.84,Influencer,68979.83,137959.66,100
Conferences and seminars,2089,5,793.64,Financial,173078.83,346157.66,100
Conferences and seminars,2089,5,793.64,Merchandise,4414.53,8829.06,100
Conferences and seminars,2089,5,793.64,Media Sponsorship,57663.21,115326.42,100
Conferences and seminars,2089,5,793.64,Food Stalls,26625.24,53250.48,100
Conferences and seminars,2089,5,793.64,Food Stalls,1965.82,3931.64,100
Virtual event,7593,5,0,Philanthropy,70214.48,137454.26,95.76
Virtual event,7593,5,0,Influencer,11429.33,21309.8,86.45
Virtual event,7593,5,0,Financial,112025.82,224051.64,100
Virtual event,7593,5,0,Media Sponsorship,33337.28,66527.99,99.56
Virtual event,7593,5,0,Philanthropy,4869.32,9738.64,100
Virtual event,8809,1,0,Merchandise,10527.43,14357.09,36.38
Conferences and seminars,3104,4,522.83,In Kind,7899.53,13515.5,71.09
Conferences and seminars,3104,4,522.83,Influencer,63339.15,126678.3,100
Conferences and seminars,3104,4,522.83,Merchandise,5282.62,10565.24,100
Conferences and seminars,3104,4,522.83,Merchandise,2427.1,4854.2,100
Conferences and seminars,3707,2,323.0,Merchandise,49154.66,98309.32,100
Conferences and seminars,3707,2,323.0,In Kind,63347.24,126694.48,100
Virtual event,2127,5,0,Influencer,96970.99,193941.98,100
Virtual event,2127,5,0,Media Sponsorship,51620.7,103241.4,100
Virtual event,2127,5,0,Influencer,35319.52,70639.04,100
Virtual event,2127,5,0,In Kind,31022.26,62044.52,100
Virtual event,2127,5,0,Influencer,37558.36,75116.72,100
Festivals and fairs,36252,1,0,In Kind,30406.6,48293.8,58.83
Virtual event,3796,3,0,Financial,119397.42,238794.84,100
Virtual event,3796,3,0,Merchandise,16682.55,27131.16,62.63
Virtual event,3796,3,0,Media Sponsorship,68237.54,135439.2,98.48
Entertainment and media events,5455,2,68035.2,Philanthropy,93853.47,187706.94,100
Entertainment and media events,5455,2,68035.2,Influencer,2679.39,5358.78,100
Conferences and seminars,2676,5,238.37,Media Sponsorship,87992.93,175985.86,100
Conferences and seminars,2676,5,238.37,Philanthropy,80756.23,161512.46,100
Conferences and seminars,2676,5,238.37,Media Sponsorship,13809.38,27618.76,100
Conferences and seminars,2676,5,238.37,Food Stalls,11084.74,22169.48,100
Conferences and seminars,2676,5,238.37,Food Stalls,18588.56,33866.36,82.19
Virtual event,6361,1,0,Media Sponsorship,36928.27,73316.17,98.54
Festivals and fairs,5574,1,0,Influencer,77754.0,155508.0,100
Virtual event,6982,1,0,Media Sponsorship,32462.17,64924.34,100
Entertainment and media events,27079,5,52918.24,Merchandise,47907.87,95815.74,100
Entertainment and media events,27079,5,52918.24,In Kind,36847.86,73695.72,100
Entertainment and media events,27079,5,52918.24,Influencer,31901.73,63803.46,100
Entertainment and media events,27079,5,52918.24,Media Sponsorship,94218.7,188437.4,100
Entertainment and media events,27079,5,52918.24,In Kind,67988.71,135977.42,100
Festivals and fairs,10093,3,0,In Kind,25278.76,39619.35,56.73
Festivals and fairs,10093,3,0,Philanthropy,95901.72,190471.56,98.61
Festivals and fairs,10093,3,0,Philanthropy,38468.03,76264.36,98.25
Festivals and fairs,44674,4,0,Financial,46215.79,92431.58,100
Festivals and fairs,44674,4,0,Media Sponsorship,53825.81,107651.62,100
Festivals and fairs,44674,4,0,Merchandise,43572.67,78299.6,79.7
Festivals and fairs,44674,4,0,Media Sponsorship,22844.33,45688.66,100
Sports events,22675,4,264.79,In Kind,8385.5,16771.0,100
Sports events,22675,4,264.79,Merchandise,8264.67,15586.22,88.59
Sports events,22675,4,264.79,Financial,111619.61,223239.22,100
Sports events,22675,4,264.79,Philanthropy,29239.39,58478.78,100
Festivals and fairs,50025,5,0,Merchandise,8534.33,17068.66,100
Festivals and fairs,50025,5,0,Merchandise,31353.84,62485.82,99.29
Festivals and fairs,50025,5,0,Merchandise,34827.22,69654.44,100
Festivals and fairs,50025,5,0,Food Stalls,32809.46,65618.92,100
Festivals and fairs,50025,5,0,Financial,141832.33,283664.66,100
Conferences and seminars,3286,1,998.02,Financial,149677.39,299354.78,100
Conferences and seminars,2498,5,203.98,Media Sponsorship,60445.78,120891.56,100
Conferences and seminars,2498,5,203.98,Financial,37093.84,74187.68,100
Conferences and seminars,2498,5,203.98,Merchandise,31915.55,63404.79,98.66
Conferences and seminars,2498,5,203.98,Food Stalls,9719.57,19439.14,100
Conferences and seminars,2498,5,203.98,Media Sponsorship,63326.04,126652.08,100
Entertainment and media events,25444,4,53390.54,Merchandise,28975.94,57951.88,100
Entertainment and media events,25444,4,53390.54,Media Sponsorship,25469.6,50939.2,100
Entertainment and media events,25444,4,53390.54,Financial,189702.44,379404.88,100
Entertainment and media events,25444,4,53390.54,Food Stalls,11336.74,22673.48,100
Conferences and seminars,2397,2,356.02,In Kind,48742.23,66028.47,35.46
Conferences and seminars,2397,2,356.02,Philanthropy,82076.46,128954.95,57.12
Entertainment and media events,28716,3,9989.48,Philanthropy,28168.74,56337.48,100
Entertainment and media events,28716,3,9989.48,Financial,12141.99,24283.98,100
Entertainment and media events,28716,3,9989.48,Philanthropy,22239.62,33246.17,49.49
Festivals and fairs,66779,1,0,Food Stalls,42207.25,84414.5,100
Festivals and fairs,87552,5,0,Philanthropy,35936.35,55582.34,54.67
Festivals and fairs,87552,5,0,Financial,156687.39,313374.78,100
Festivals and fairs,87552,5,0,Media Sponsorship,52639.68,105279.36,100
Festivals and fairs,87552,5,0,Financial,47587.59,95175.18,100
Festivals and fairs,87552,5,0,Influencer,43282.58,86565.16,100
Festivals and fairs,12086,4,0,Philanthropy,13110.97,26221.94,100
Festivals and fairs,12086,4,0,Media Sponsorship,42995.53,85991.06,100
Festivals and fairs,12086,4,0,Media Sponsorship,15125.76,30251.52,100
Festivals and fairs,12086,4,0,Philanthropy,65298.88,122402.97,87.45
Entertainment and media events,24603,2,78163.77,Influencer,93123.86,186247.72,100
Entertainment and media events,24603,2,78163.77,Financial,162490.81,324981.62,100
Community and Charity events,836,3,207.28,Merchandise,17881.51,17881.51,0
Community and Charity events,836,3,207.28,In Kind,67823.16,67823.16,0
Community and Charity events,836,3,207.28,Philanthropy,34108.75,34108.75,0
Community and Charity events,3046,1,977.91,Food Stalls,30000.17,60000.34,100
Sports events,52242,2,737.38,Philanthropy,78968.85,142765.93,80.79
Sports events,52242,2,737.38,Media Sponsorship,65917.67,131835.34,100
Sports events,24153,2,557.27,Philanthropy,64516.82,122940.84,90.56
Sports events,24153,2,557.27,Influencer,32734.56,65469.12,100
Festivals and fairs,16374,4,0,Philanthropy,79270.34,158540.68,100
Festivals and fairs,16374,4,0,Financial,83064.76,166129.52,100
Festivals and fairs,16374,4,0,Merchandise,7498.77,14997.54,100
Festivals and fairs,16374,4,0,Merchandise,30580.83,61161.66,100
Virtual event,812,3,0,Financial,15485.68,15485.68,0
Virtual event,812,3,0,Financial,173494.38,199116.03,14.77
Virtual event,812,3,0,Philanthropy,57994.1,57994.1,0
Community and Charity events,3986,1,160.98,Merchandise,14561.34,26873.86,84.56
Festivals and fairs,27675,4,0,Food Stalls,35825.4,71650.8,100
Festivals and fairs,27675,4,0,Influencer,1967.4,3934.8,100
Festivals and fairs,27675,4,0,In Kind,65224.66,125630.76,92.61
Festivals and fairs,27675,4,0,Philanthropy,77681.07,148522.8,91.2
Sports events,3745,2,914.89,Philanthropy,24815.6,49631.2,100
Sports events,3745,2,914.89,Financial,125255.87,250511.74,100
Entertainment and media events,1197,2,192.3,Financial,142234.09,284468.18,100
Entertainment and media events,1197,2,192.3,Food Stalls,16858.23,23934.97,41.98
Community and Charity events,4331,1,344.94,Philanthropy,97418.84,163323.75,67.65
Entertainment and media events,29924,2,15290.73,Merchandise,14210.99,28421.98,100
Entertainment and media events,29924,2,15290.73,Philanthropy,53183.12,106366.24,100
Virtual event,8273,4,0,Philanthropy,13332.3,21103.25,58.29
Virtual event,8273,4,0,In Kind,20334.99,34509.62,69.71
Virtual event,8273,4,0,Philanthropy,69602.08,105949.28,52.22
Virtual event,8273,4,0,Financial,19263.82,38527.64,100
Festivals and fairs,66565,4,0,In Kind,38302.45,76604.9,100
Festivals and fairs,66565,4,0,Influencer,59857.08,119714.16,100
Festivals and fairs,66565,4,0,Media Sponsorship,68469.1,136938.2,100
Festivals and fairs,66565,4,0,Influencer,85875.31,171750.62,100
Community and Charity events,2201,1,82.64,Food Stalls,31665.56,63331.12,100
Sports events,15127,3,336.73,Financial,122040.27,244080.54,100
Sports events,15127,3,336.73,Food Stalls,49020.38,98040.76,100
Sports events,15127,3,336.73,Food Stalls,23115.2,46230.4,100
Sports events,54396,1,946.17,Financial,63517.82,127035.64,100
Entertainment and media events,5777,2,96084.97,Food Stalls,16912.6,33825.2,100
Entertainment and media events,5777,2,96084.97,In Kind,62368.5,124737.0,100
Conferences and seminars,2010,5,426.74,Financial,147960.15,295920.3,100
Conferences and seminars,2010,5,426.74,Influencer,49670.83,89578.88,80.35
Conferences and seminars,2010,5,426.74,In Kind,81091.14,162182.28,100
Conferences and seminars,2010,5,426.74,Philanthropy,75906.25,100236.01,32.05
Conferences and seminars,2010,5,426.74,Influencer,6117.34,12234.68,100
Conferences and seminars,2059,2,716.69,Financial,90948.58,181897.16,100
